RecordType;Quarter;Country;Ship;Gear;SweepLngt;GearExp;DoorType;StNo;HaulNo;Year;SpecCodeType;SpecCode;SpecVal;Sex;TotalNo;CatIdentifier;NoMeas;SubFactor;SubWgt;CatCatchWgt;LngtCode;LngtClass;HLNoAtLngt;Species
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;38;1981;W;126436;1;-9;542;1;71;1;-9;123600;1;27;22.9;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;38;1981;W;126436;1;-9;542;1;71;1;-9;123600;1;37;22.9;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;54;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;28;12.5;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;64;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;55;32.3;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;53;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;56;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;57;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;62;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;63;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;66;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;68;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;69;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;76;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;84;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;26;8.3;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;30;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;52;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;81;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;29;40.4;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;36;4.2;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;34;4.2;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;33;8.3;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;31;8.3;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;127141;1;-9;50;1;12;1;-9;15000;1;29;4.2;Platichthys flesus
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;20;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;22;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;24;24.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;25;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;26;48.5;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;34;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;28;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;51;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;31;32.3;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;43;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;48;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;47;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;46;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;27;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;44;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;42;8.1;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;41;24.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;40;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;39;24.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;37;32.3;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;36;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;35;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;39;1981;W;126436;1;-9;630;1;78;1;-9;315000;1;45;16.2;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;40;1981;W;126436;0;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;Gadus morhua
HL;4;LAT;ZBA;LPT;-9;-9;-9;11;40;1981;W;127141;0;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;39;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;23;23.9;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;126436;4;-9;1526;1;-9;1;-9;193700;-9;-9;-9;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;26;10.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;34;1.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;25;19.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;32;10.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;31;18;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;30;15;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;29;16.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;36;1.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;27;23.9;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;35;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;24;7.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;22;13.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;21;15;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;20;7.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;19;4.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;18;1.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;17;4.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;28;19.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;41;1981;W;127141;1;-9;229;1;153;1;-9;68600;1;33;9;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;16;11.8;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;20;11.8;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;9;1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;10;1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;11;1.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;26;5.2;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;12;2.2;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;6;118.2;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;14;6.8;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;24;6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;22;6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;21;4.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;20;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;19;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;18;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;17;4.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;16;6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;15;6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;13;6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;7;567.2;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;27;6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;28;6.8;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;29;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;30;3.8;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;31;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;32;1.5;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;33;1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;35;3;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;12;70.9;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;38;1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;23;1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;8;921.8;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;9;732.7;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;10;212.7;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;126436;1;-9;2718;1;230;1;-9;15000;1;11;70.9;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;25;3.8;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;42;1981;W;127141;1;-9;99;1;132;1;-9;30000;1;36;1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;126436;4;-9;2100;1;-9;1;-9;611000;-9;-9;-9;Gadus morhua
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;31;3.1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;24;6.2;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;12;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;14;4.7;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;16;3.1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;18;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;19;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;34;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;23;3.1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;38;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;25;3.1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;27;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;28;4.7;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;30;4.7;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;32;3.1;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;37;1.6;Platichthys flesus
HL;4;LAT;ZBA;LBT;-9;-9;-9;11;43;1981;W;127141;1;-9;50;1;32;1;-9;15000;1;22;3.1;Platichthys flesus
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;39;6;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;27;44;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;28;38;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;30;26;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;32;20;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;33;6;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;34;12;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;35;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;36;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;26;24;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;38;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;29;20;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;41;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;43;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;45;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;49;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;50;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;54;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;57;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;70;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;37;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;24;22;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;23;16;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;22;12;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;21;10;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;31;16;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;20;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;1;1982;W;126436;1;-9;352;1;176;1;-9;100000;1;25;42;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;21;20;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;60;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;26;16;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;25;22;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;24;20;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;43;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;22;14;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;34;8;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;20;10;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;18;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;16;6;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;23;24;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;42;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;38;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;35;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;33;22;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;32;6;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;31;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;30;14;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;29;40;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;28;24;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;27;12;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;15;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;6;38;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;37;2;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;7;110;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;14;10;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;8;180;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;5;4;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;9;188;Gadus morhua
HL;1;LAT;ZBA;LBT;-9;-9;-9;2;2;1982;W;126436;1;-9;1012;1;506;1;-9;68000;1;10;106;Gadus morhua
