Record_type;Quarter;Country;Ship;Gear;SweepLngt;GearExp;DoorType;StNo;HaulNo;Year;Month;Day;TimeShot;Stratum;HaulDur;DayNight;ShootLat;ShootLong;HaulLat;HaulLong;StatRec;Depth;HaulVal;HydroStNo;StdSpecRecCode;BycSpecRecCode;DataType;Netopening;Rigging;Tickler;Distance;Warplngt;Warpdia;WarpDen;DoorSurface;DoorWgt;DoorSpread;WingSpread;Buoyancy;KiteDim;WgtGroundRope;TowDir;GroundSpeed;SpeedWater;SurCurDir;SurCurSpeed;BotCurDir;BotCurSpeed;WindDir;WindSpeed;SwellDir;SwellHeight;SurTemp;BotTemp;SurSal;BotSal;ThermoCline;ThClineDepth
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;6;1980;4;13;750;-9;30;D;55.6333;20.7167;55.55;20.7167;40H0;53;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.8;-9;-9;-9;-9;-9;0;0;-9;0.1;1.4;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;7;1980;4;13;935;-9;30;D;55.6;20.5667;55.6333;20.5333;40H0;65;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.8;-9;-9;-9;-9;-9;0;0;-9;0;1;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;8;1980;4;13;1205;-9;30;D;55.6;20.0833;55.5667;20.1167;40H0;80;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;315;2;-9;0;-9;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;9;1980;4;13;1505;-9;30;D;55.55;19.5667;55.55;19.6333;40G9;90;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;4.2;-9;-9;-9;-9;-9;248;2;-9;0.1;1.5;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;10;1980;4;14;825;-9;30;D;56.1;19.2167;56.0833;19.1667;41G9;130;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.6;-9;-9;-9;-9;-9;248;4;-9;0.5;2;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;11;1980;4;14;1030;-9;30;D;56.1333;19.35;56.1167;19.3167;41G9;110;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.5;-9;-9;-9;-9;-9;248;3;-9;-9;-9;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;12;1980;4;15;635;-9;30;D;56.5;20.1667;56.5167;20.2;42H0;100;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.4;-9;-9;-9;-9;-9;0;0;-9;0;1.6;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;13;1980;4;15;825;-9;30;D;56.55;20.05;56.55;20.0833;42H0;121;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.5;-9;-9;-9;-9;-9;-9;-9;-9;0.5;2;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;14;1980;4;16;655;-9;30;D;56.7;20.8667;56.6833;20.85;42H0;30;I;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.6;-9;-9;-9;-9;-9;-9;-9;-9;-9;2.5;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;15;1980;4;17;620;-9;30;D;56.6167;20.6333;56.6667;20.6667;42H0;54;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.6;-9;-9;-9;-9;-9;225;3;-9;0.1;1.8;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;16;1980;4;17;735;-9;30;D;56.6333;20.5833;56.6167;20.5833;42H0;64;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.4;-9;-9;-9;-9;-9;225;3;-9;0.1;2.1;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;17;1980;4;17;858;-9;32;D;56.6167;20.4667;56.65;20.4833;42H0;76;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.6;-9;-9;-9;-9;-9;225;3;-9;0.1;1.8;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;18;1980;4;17;1300;-9;30;D;57.1667;20.6667;57.2;20.6833;43H0;87;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;180;4;-9;0.1;-9;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;19;1980;4;18;1405;-9;20;D;57.2167;20.7333;57.2;20.7333;43H0;74;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;248;3;-9;0.5;2.1;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;20;1980;4;19;615;-9;30;D;57.2833;20.9833;57.3;20.9833;43H0;65;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.4;-9;-9;-9;-9;-9;180;7;-9;2.7;2;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;21;1980;4;19;800;-9;30;D;57.3167;21.2333;-9;-9;43H1;55;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.2;-9;-9;-9;-9;-9;180;7;-9;4.7;1.9;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;22;1980;4;20;850;-9;30;D;57.4167;21.3;57.3833;21.3;43H1;48;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.6;-9;-9;-9;-9;-9;45;5;-9;1;1.7;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;23;1980;4;21;630;-9;30;D;57.95;21.4167;57.9167;21.4;44H1;63;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.4;-9;-9;-9;-9;-9;315;5;-9;1;1.5;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;24;1980;4;21;820;-9;30;D;57.95;21.5833;57.9167;21.5667;44H1;52;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.6;-9;-9;-9;-9;-9;315;3;-9;0.1;1.5;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;25;1980;4;21;1010;-9;30;D;57.8833;21.6833;57.9;21.6833;44H1;30;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;315;3;-9;0.1;-9;-9;-9;-9;-9;-9
HH;2;LAT;ZBA;LBT;-9;-9;-9;4;26;1980;4;21;1240;-9;30;D;57.9167;21.2167;57.9333;21.2167;44H1;76;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;270;2;-9;0.1;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;1;1980;3;14;820;-9;50;D;54.5833;19.6;54.6333;19.5833;38G9;67;V;-9;1;1;C;-9;-9;-9;-9;200;22;-9;3;580;-9;-9;-9;-9;-9;-9;4.5;-9;-9;-9;-9;-9;135;-9;-9;0.5;0.5;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;2;1980;3;14;1120;-9;30;D;54.7333;19.5833;54.7833;19.55;38G9;90;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.7;-9;-9;-9;-9;-9;135;-9;-9;0.5;0.5;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;3;1980;3;15;755;-9;35;D;55.6667;20.5667;55.6833;20.5167;40H0;54;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.7;-9;-9;-9;-9;-9;135;5;-9;1.6;0.5;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;4;1980;3;15;1100;-9;105;D;55.6833;20.2333;55.6833;20.1333;40H0;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.6;-9;-9;-9;-9;-9;135;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;5;1980;3;16;655;-9;30;D;55.5833;20.1;55.6167;20.0667;40H0;80;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.6;-9;-9;-9;-9;-9;135;5;-9;1.6;0.7;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;6;1980;3;16;850;-9;30;D;55.55;19.8833;55.5833;19.6667;40G9;89;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;135;5;-9;1.6;0.5;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;7;1980;3;16;1125;-9;30;D;55.55;19.4667;55.5667;19.4167;40G9;90;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.5;-9;-9;-9;-9;-9;135;5;-9;1;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;8;1980;3;17;740;-9;60;D;56.4667;19.3833;56.3833;19.3;41G9;139;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;90;4;-9;0.5;1;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;9;1980;3;17;1140;-9;30;D;56.4;19.8833;56.3833;19.8667;41G9;90;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.5;-9;-9;-9;-9;-9;90;4;-9;0.1;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;10;1980;3;17;1410;-9;30;D;56.5167;20.2;56.5;20.15;42H0;98;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;4.2;-9;-9;-9;-9;-9;45;3;-9;0.5;1;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;11;1980;3;18;655;-9;40;D;56.6333;20.5667;56.6833;20.5333;42H0;63;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.8;-9;-9;-9;-9;-9;45;4;-9;0.5;1;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;12;1980;3;18;1105;-9;30;D;56.65;20.5;56.5333;20.4667;42H0;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.5;-9;-9;-9;-9;-9;45;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;13;1980;3;19;637;-9;28;D;57.2667;21.15;57.3167;21.2167;43H1;60;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;14;1980;3;19;1030;-9;30;D;57.25;20.75;57.2667;20.75;43H0;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;15;1980;3;19;1225;-9;30;D;57.1833;20.6833;57.2;20.6667;43H0;85;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.5;-9;-9;-9;-9;-9;90;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;16;1980;3;19;1340;-9;30;D;57.2;20.7333;57.1833;20.7333;43H0;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;17;1980;3;20;640;-9;30;D;57.95;21.4167;57.9;21.4167;44H1;62;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.1;-9;-9;-9;-9;-9;45;2;-9;0;0;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;18;1980;3;20;835;-9;30;D;57.9667;21.3167;57.9333;21.3167;44H1;69;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;45;2;-9;0;0;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;19;1980;3;20;1015;-9;30;D;57.95;21.2333;57.9333;21.4;44H1;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.2;-9;-9;-9;-9;-9;45;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;20;1980;3;20;1150;-9;30;D;57.8667;21.3333;57.8833;21.3333;44H1;70;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.8;-9;-9;-9;-9;-9;45;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;21;1980;3;21;650;-9;30;D;57.1833;20.7333;57.1333;20.7333;43H0;63;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.8;-9;-9;-9;-9;-9;45;1;-9;0;0.6;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;22;1980;3;21;850;-9;30;D;57.1833;20.6667;57.1667;20.6833;43H0;81;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.9;-9;-9;-9;-9;-9;45;1;-9;0;0.3;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;23;1980;3;21;1110;-9;30;D;57.2667;20.75;57.2333;20.75;43H0;63;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;90;2;-9;0;-9;-9;-9;-9;-9;-9
HH;1;LAT;ZBA;LBT;-9;-9;-9;3;24;1980;3;22;720;-9;30;D;56.6333;20.5333;56.6;20.5333;42H0;60;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;2.7;-9;-9;-9;-9;-9;45;4;-9;0;0;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;3;1981;11;28;640;-9;35;D;57.8167;22.6;57.7833;22.5333;44H2;22;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;250;4;-9;-9;-9;-9;-9;158;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;4;1981;11;28;750;-9;70;D;57.75;22.4667;57.7167;22.35;44H2;-9;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;240;3.8;-9;-9;-9;-9;-9;158;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;5;1981;11;28;1225;-9;40;D;57.65;22.05;57.65;21.9833;44H2;18;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;275;3.8;-9;-9;-9;-9;-9;180;4;-9;0.5;5.5;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;6;1981;11;28;1550;-9;40;D;57.8667;21.5167;57.9333;21.5167;44H1;60;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;0;3.6;-9;-9;-9;-9;-9;180;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;7;1981;11;29;830;-9;50;D;57.4;21.2667;57.45;21.3;43H1;60;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;-9;3.6;-9;-9;-9;-9;-9;180;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;8;1981;11;30;905;-9;40;D;55.8167;20.9;55.7833;20.9167;40H0;29;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;175;3.5;-9;-9;-9;-9;-9;45;4;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;9;1981;11;30;1110;-9;30;D;55.7667;20.6833;55.8;20.6833;40H0;40;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;0;3.8;-9;-9;-9;-9;-9;45;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;10;1981;11;30;1505;-9;30;D;55.7833;20.3667;55.8333;20.3833;40H0;50;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;30;3.5;-9;-9;-9;-9;-9;45;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;11;1981;12;1;730;-9;60;D;55.6833;20.2333;55.7;20.15;40H0;80;I;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;290;3;-9;-9;-9;-9;-9;225;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;12;1981;12;1;1255;-9;55;D;55.5167;20.1667;55.5667;20.1167;40H0;79;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;340;4;-9;-9;-9;-9;-9;180;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;13;1981;12;1;1505;-9;60;D;55.5833;20.3;55.5833;20.4667;40H0;70;I;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;90;3.8;-9;-9;-9;-9;-9;135;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;14;1981;12;2;710;-9;50;D;55.5833;20.5833;55.55;20.6667;40H0;65;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;120;3.8;-9;-9;-9;-9;-9;45;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;15;1981;12;2;935;-9;60;D;55.6;20.7167;55.55;20.8;40H0;50;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;140;3.8;-9;-9;-9;-9;-9;45;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;16;1981;12;2;1230;-9;55;D;55.6167;20.8833;55.6833;20.9167;40H0;40;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;20;4;-9;-9;-9;-9;-9;45;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;17;1981;12;3;640;-9;50;D;55.1167;20.45;55.1;20.4;39H0;30;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;245;3.2;-9;-9;-9;-9;-9;0;0;-9;0.1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;18;1981;12;3;850;-9;60;D;55.0833;20.2333;55.15;20.2;39H0;50;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;335;3.2;-9;-9;-9;-9;-9;270;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;19;1981;12;3;1240;-9;65;D;55.0667;19.65;55;19.6333;39G9;83;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;190;3.5;-9;-9;-9;-9;-9;248;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;20;1981;12;3;1525;-9;50;D;55;19.6167;55.05;19.6333;39G9;78;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;10;3.5;-9;-9;-9;-9;-9;270;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;21;1981;12;4;1450;-9;35;D;54.8333;19.5167;54.9;19.5167;38G9;100;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;340;3.6;-9;-9;-9;-9;-9;270;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;22;1981;12;5;925;-9;55;D;56.1;19.1667;56.1167;19.2333;41G9;130;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;50;3.5;-9;-9;-9;-9;-9;293;4;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;23;1981;12;5;1510;-9;50;D;55.6;20.1333;56.5167;20.05;40H0;120;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;220;4;-9;-9;-9;-9;-9;293;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;24;1981;12;6;640;-9;30;D;56.5333;20.25;56.5;20.2333;42H0;100;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;200;3.8;-9;-9;-9;-9;-9;293;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;25;1981;12;6;815;-9;50;D;56.5667;20.35;56.5167;20.3333;42H0;87;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;190;3.6;-9;-9;-9;-9;-9;293;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;26;1981;12;6;1055;-9;30;D;56.65;20.5333;56.6167;20.5;42H0;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;210;3.8;-9;-9;-9;-9;-9;225;3;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;27;1981;12;6;1255;-9;20;D;56.6667;20.6667;56.65;20.6333;42H0;63;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;225;3.8;-9;-9;-9;-9;-9;225;3;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;28;1981;12;6;1415;-9;30;D;56.6833;20.75;56.65;20.6833;42H0;53;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;210;4;-9;-9;-9;-9;-9;0;-9;-9;-9;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;29;1981;12;7;730;-9;75;D;57.1667;20.65;57.25;20.6167;43H0;100;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;350;3.8;-9;-9;-9;-9;-9;180;3;-9;0.5;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;30;1981;12;7;1005;-9;60;D;57.2667;20.7;57.2167;20.7167;43H0;75;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;180;-9;-9;-9;-9;-9;-9;180;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;31;1981;12;7;1245;-9;40;D;57.1667;20.6667;57.2;20.6667;43H0;90;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;350;4;-9;-9;-9;-9;-9;203;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;32;1981;12;8;1350;-9;40;D;57.2333;20.9667;57.2833;21.0167;43H0;48;V;-9;1;1;C;-9;-9;-9;-9;250;22;-9;3;580;-9;-9;-9;-9;-9;75;3.6;-9;-9;-9;-9;-9;270;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LBT;-9;-9;-9;11;33;1981;12;9;640;-9;40;D;57.2;20.8333;57.2167;20.9;43H0;44;I;-9;1;1;C;-9;-9;-9;-9;251;22;-9;3;580;-9;-9;-9;-9;-9;85;3.6;-9;-9;-9;-9;-9;270;5;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;34;1981;12;9;935;-9;65;D;57.35;21.1;57.4167;21.1667;43H1;64;V;-9;1;1;C;-9;-9;-9;-9;252;22;-9;3;580;-9;-9;-9;-9;-9;35;4;-9;-9;-9;-9;-9;270;4;-9;1.6;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;35;1981;12;9;1220;-9;45;D;57.2833;21.2;57.3333;21.2667;43H1;40;V;-9;1;1;C;-9;-9;-9;-9;253;22;-9;3;580;-9;-9;-9;-9;-9;30;4;-9;-9;-9;-9;-9;360;4;-9;1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;36;1981;12;10;650;-9;45;D;58.5333;22.15;58.5167;22.0667;46H2;28;V;-9;1;1;C;-9;-9;-9;-9;254;22;-9;3;580;-9;-9;-9;-9;-9;280;3.8;-9;-9;-9;-9;-9;45;3;-9;0.1;-9;-9;-9;-9;-9;-9
HH;4;LAT;ZBA;LPT;-9;-9;-9;11;37;1981;12;10;855;-9;65;D;58.6167;21.8667;58.6;21.7167;46H1;50;V;-9;1;1;C;-9;-9;-9;-9;255;22;-9;3;580;-9;-9;-9;-9;-9;270;3.6;-9;-9;-9;-9;-9;45;3;-9;0.5;-9;-9;-9;-9;-9;-9
